chunk_id,parent_doc_id,chunk_text,chunk_order,page_ref
NSSTA-D08_CH0103,NSSTA-D08,"h of the six sub -rounds”. Integration of
household enquiries and the crop surveys meant conducting both the enquiries in a common
sample of villages. As stated in NSS report number 125, “This helped in reducing the over-all
time taken for journey and camp-setting and the number of sample villages could be increased
for all the enquiries. This meant greater precision for estimates…”. The 27th round is a landmark in more than one way. First, only the socio -economic surveys
were taken up by the NSSO since this round. The enquiries on land utilization and conducting
crop cutting experiments were permanently dropped from scope of NSSO. Second, the NSS
attempted to quantify various facets of employment and unemployment adopting the
approaches recommended by the Committee of Experts, under the chairmanshi p of Prof. Dantwala, set up by the Planning Commission in August 1968. The Dantwala Committee's
recommendations provided an alternative conceptual framework that led to a fundamental
change in the methodology of employment -unemployment surveys in India. Th e committee's
work contributed to broader international discussions on measuring unemployment in
developing countries, particularly in how to address the unique challenges of heterogeneous
labour markets. In the 61st round, the villages in a basic stratum were further stratified by their population size,
for the first time. Since then, this kind of sub -stratification has been adopted for most of the
rounds. This change is discussed in some more detail in the latter part of this sub -section. Further, the NSS 61st round introduced district as the basic stratum for urban areas also which
was not the case earlier. Two most significant departures from earlier practice were made in the 76 th round.",103,50
NSSTA-D08_CH0104,NSSTA-D08,"basic stratum for urban areas also which
was not the case earlier. Two most significant departures from earlier practice were made in the 76 th round. First, the
practice of drawing sub -samples was given up since this round. Second, more importantly, a",104,50
NSSTA-D08_CH0105,NSSTA-D08,"40
novel idea of notionally dividing the ‘large’ census villages and UFS blocks into sub-units was
introduced respectively for rural and urban sampli ng. The notionally formed sub -units, in
addition to the other (unsegmented) census villages and UFS blocks, were considered as FSUs
in the sampling frames. The sampling frame with sub-units as the FSUs has been used in most
of the following rounds of socio-economic surveys.
The 77th round stands out as a landmark since it represents a paradigm shift in data collection
methodology with the introduction of a browser based offline Computer Assisted Personal
Interview (CAPI). This led to an immense time saving in data processing. As a result, the time
gap between completion of field work of a survey and publication of its survey estimates have
been drastically reduced. 41",105,51
NSSTA-D08_CH0106,NSSTA-D08,"Box 3: Important Landmarks in Evolution of Design of Socio-economic Surveys
1950-51
(1st round)
The first nation-wide survey of six months’ duration (Oct. 1950 - March 1951) was
carried out in a sample of 1833 villages of rural India.
1953-54
(7th round)
NSS 7th Round conducted from Oct. 1953 to March 1954. Besides Consumer
expenditure (detailed), subject overage included Enterprise enquiries.
1954-55
(8th round)
Eighth round was conducted during Jul. 54 - Mar. 55. Participation of the State
Statistical Bureaus in NSS began.
1955
(9th round)
Introduction of hamlet-group formation for the ‘large’ villages and the intermediate
stage of sampling of hamlet-groups in the 9th round (May-Nov. 1955).
1958-59
(14th round)
Adoption of a whole year survey period for the first time. Since then, survey
period of each NSS round has been of one year or six months duration.
1959-60
(16th round)
Introduction of Urban Frame Survey (UFS). Use of UFS blocks as the FSUs in
urban sampling frame was adopted in the 16th round.
1965-66
(20th round)
The 64 agro-climatic regions identified by a group of government agencies were
used as NSS regions.
1968-69
(23rd round)
In the enquiry on small -scale manufacturing industries conducted in this round,
manufacturing establishments were defined as the USUs for the first time in the NSS.
1970-71
(25th Round)
The 25th round of NSSO was conducted during 1970-71 under the guidance of the
Governing Council.
1972-73
(27th round)
The recommendations of Dantwala Committee were adopted for the Employment-
Unemployment Surveys since this round.
1973-74
(29th round)
Survey of self-employed households in non-agricultural enterprises.
1978-79
(33rd round)
As a follow-up of the First EC, a survey of the small units (not covered under ASI)
carrying out manufacturing",106,52
NSSTA-D08_CH0107,NSSTA-D08,"tural enterprises.
1978-79
(33rd round)
As a follow-up of the First EC, a survey of the small units (not covered under ASI)
carrying out manufacturing and repairing activities was conducted by the NSSO.
1979-80
(34th round)
Another follow-up survey was conducted covering most of the non-agricultural
activities, other than manufacturing.
1993-94
(50th Round)
The earlier practice of developing rural sampling frame with a combination of
census and revenue villages was discontinued in the 50th Round of the NSS.
1999-2000
(55th round)
In addition to EUS and CES, the NSSO conducted a unified survey of the
unorganised sector units, called ‘Informal non-agricultural enterprises Survey’.
2004-05
(61st round)
Sub-stratification of basic strata by population-size criterion, for rural sampling was
introduced for the first time.
2005-06
(62nd round)
Survey of unorganised manufacturing was conducted mainly using an ‘area frame’
supplemented by a ‘list frame’ for the urban areas.",107,52
NSSTA-D08_CH0108,NSSTA-D08,"2004-05
(61st round)
Sub-stratification of basic strata by population-size criterion, for rural sampling was
introduced for the first time.
2005-06
(62nd round)
Survey of unorganised manufacturing was conducted mainly using an ‘area frame’
supplemented by a ‘list frame’ for the urban areas.
2017-18 Launching of annual Periodic Labour Force Survey (PLFS).
2018
(76th round)
­ A novel idea of notionally dividing ‘large’ census villages and UFS blocks was
adopted at the selection stage.
­ Drawing sub-samples was given up.
2019
(77th round)
Introduction of CAPI for data collection.
2021-2022 Launching of Annual Survey of Unincorporated Sector Enterprises (ASUSE).",108,52
NSSTA-D08_CH0109,NSSTA-D08,"42
Other important changes
Among the other changes in the elements of survey design (other than sampling scheme), the
significant ones are as follows:
(a) Urban sampling frame created from list of Urban Frame Survey (UFS) blocks (since
the 16th round). (b) An enquiry on small-scale manufacturing industries was introduced (both for household
and non-household enterprises) in the 23 rd round (1968-69) to meet the data needs for
national accounts compilation. The non-household enterprises were those operated and
run by institutional units, such as corporates, co -operative societies, gove rnment and
other types of societies, but not covered in the ASI. The non-household manufacturing
establishments were defined as the ultimate -stage units for the first time in the NSS. The sampling frames for selection of household & non-household establishments were
constructed separately for each sampled FSU and samples were drawn (systematically)
from each of them. (Instructions Vol. 1, NSS 23rd Round). The survey on non -household manufacturing establishments was repeated in the 29 th
round (1974 -75). In addition, it also covered the proprietary and partnership non -
agricultural enterprises owned and operated by households, with the activity -coverage
extended to include also the transport, trade, hotels & restaurants, services, construction
and mining & quarrying units. These two rounds are of immense significance since the estimates of these two rounds
of were used as benchmarks for base revision of national accounts to 1970 -71.",109,53
NSSTA-D08_CH0110,NSSTA-D08,"nds are of immense significance since the estimates of these two rounds
of were used as benchmarks for base revision of national accounts to 1970 -71. “(For
the bae revision to 1970 -71) … the estimates of value added per person a re based on
the results of NSS surveys on small scale manufacture and self-employed households in
non-agricultural enterprises carried out in the NSS 23rd and 29th rounds respectively.”
(Government of India, 1980)
(c) Practice of drawing IPNS subsamples was discontinued from the 28th round (1972-73). Though drawing independent sub-samples continued. (d) Conducting follow-up surveys of the first Economic Census in the 33rd (1978-79) and
34th (1970 -80) rounds, covering respe ctively all manufacturing and repairing
establishments not covered in ASI, and establishments with less than 6 workers engaged
in non-agricultural activities, other than manufacturing. (e) The earlier practice of developing rural sampling frame with a combina tion of census
villages and revenue villages was discontinued in the 50th round (1993-94). Since then,
the rural frame is built with only the census villages, including the uninhabited villages. The uninhabited villages account for about 6.75% of the censu s villages according to
Population Census 2011. (f) For the Employment-Unemployment Survey, a rotation sampling scheme was adopted
for the first time in the 55 th round (1999-2000). In the same round, the ‘Informal non -
agricultural enterprises Survey’ was condu cted. This was the first attempt at covering
all unorganised sector enterprises engaged in non-agricultural activities in an integrated
manner in a single survey.",110,53
NSSTA-D08_CH0111,NSSTA-D08,"as the first attempt at covering
all unorganised sector enterprises engaged in non-agricultural activities in an integrated
manner in a single survey. The latter enterprise surveys of the 67th and 73rd rounds and
ASUSE are designed with the sam e coverage and their schedules of enquiry are
structured the same way.",111,53
NSSTA-D08_CH0112,NSSTA-D08,"43
Major changes in approach and distinctive features The socio -economic surveys of the NSSO are characterized by certain features since the
beginning. These features evolved with the changing organizational arrangements and
technical requirements. The progressive changes made in these features over the years reveal
the kind of innovative applications of sampling techniques made in these surveys as well as
how the NSS has been adapting to changed circumstances and the growing users’ needs. The
important features and significant changes that have bearing on the sample design are
succinctly discussed in the rest of the Sub-section. Interpenetrating Network of Sub-samples (IPNS): The technique of Inter -Penetrating Network of Sub -samples (IPNS), developed by
P.C. Mahalanobis, was applied in the National Sample Survey (NSS) from its second Round.
An IPNS sample is drawn in form of two or more independent subsamples drawn by the same
sampling scheme. In the socio -economic survey, the independent subsamples were surveyed
by different parties of investigators. In a few rounds of the NSS, data collected in different sub-
samples were processed and analysed separately at different centres (NSS Report no. 125).
This method allows for the estimation of sampling errors and serves as a control mechanism to
assess the quality of the survey data by providing a way to identify non -sampling errors. Till
the 27th round, the NSS had been conducting the socio-economic surveys based on two or more
IPNS sub-samples of FSUs. The use of IPNS was discontinued since the 28th round. However,
the practice of drawing two independent sub-samples continued.",112,54
NSSTA-D08_CH0113,NSSTA-D08,"NS sub-samples of FSUs. The use of IPNS was discontinued since the 28th round. However,
the practice of drawing two independent sub-samples continued. Early origins of statistical data collection and compilation for various characteristics can be
traced back to the ancient Sanskrit treatise on statecraft and economics, Arthasastra. In this
treatise, there is mention of cross checking by an independent set of a gents working under
disguise. Perhaps, this prompted Mahalanobis to have an independent supervisory staff during
the conduct of field operations of a survey which is very essential for obtaining good quality
data (Rao, 1999). There were 100 supervisory staff during the First Round. Multi-subject Integrated survey: From the beginning, the socio -economic surveys were called Indian Multi -Purpose National
Sample Survey. A multi -purpose survey, also called multi -subject integrated survey, consists
of enquiries on many subjects, conducted simultaneously in the same sample of FSUs. In the
sample of rural FSUs, for instance, besides the household survey, crop estimation surveys, i.e.
survey on land utilisation and crop yield (crop cutting experiments), and rural price collection
were also conducted in each round till the 26th round. The Governing Council of NSSO, set up
in 1970, decided to discontinue its crop surveys. The role of NSSO, in this context, was
reduced to that of technical supervision of work of the State agencies. Since then, NSSO
conducts only a combination of household and / or enterprise surveys in a single round.",113,54
NSSTA-D08_CH0114,NSSTA-D08,"44
The advantages of multi-purpose surveys are manifold and mainly lie in efficient use of
available resources, especially when the ratio of time taken for travel, establishing rapport with
the local authorities and listing of households or establishments or agricultural plots is higher
many times higher than that taken for canvassing a household schedule or a crop -cutting
experiment. Further, carrying out enquiries on different subjects in the same FSU permits
larger sample size at the first stage and thus helps attain greater precision of the estimates. On
the flip side, the multi-purpose surveys overburden the investigators, as it demands longer time
for completion of survey of an FSU. Integrated household enquiry A multi-subject integrated survey does not require all the household schedules of enquiry to be
canvassed in the same set of sample households. Thus, these cannot be viewed as complete
integration of household enquiries. Complete integration can be made on ly by using a single
schedule of enquiry covering questions on all aspects of the household members’ life and
economic conditions. The schedule for the integrated household survey covered questions
relating to housing condition, demography and employment, purchase and consumption for
domestic purposes, births and deaths, account of enterprises with particulars on employment,
output and its disposal, materials procured and consumed in enterprises, receipts and
disbursements. It also covered questions regard ing expenditure on physical assets, savings
indebtedness and inventory of some selected items of a durable nature together with livestock.",114,55
NSSTA-D08_CH0115,NSSTA-D08,"ions regard ing expenditure on physical assets, savings
indebtedness and inventory of some selected items of a durable nature together with livestock. Such an integrated household enquiry was conducted in each of the 19 th to 24th rounds of the
NSS. As stated in the Instructions to field workers, Vol. 1 of NSS 21 st round, “An integrated
household survey by personal interviews, for example, can supply information on practically
every item of information relating to households in both rural and urban areas. This method
was strongly recommended by the United Nations Sub -Commission on Statistical Sampling
(1947 - 1957) and subsequently by various ILO, WHO and UN expert committees .” But,
canvassing such schedules were found to be most impracticable, owing to unduly long ti me
required for conducting the interviews. Revenue Village and Census Village Revenue villages are primary administrative units for land revenue collection and land records
with fixed boundary, while census villages are the smallest geographical units in rural areas
defined by the Census of India. Census villages are created to identify and cover all inhabited
places, including parts of revenue villages. A census village often have distinct boundary that
may or may not align with a revenue village. In the early rounds of NSS, the revenue village corresponding to the selected census village
was taken as the sample unit for the crop survey. In case the selected census village consisted
of more than one revenue village, one of the revenue villages was s elected with equal
probability. If the census village was a part of a revenue village, the entire revenue village was
taken up for crop survey. (NSS Report no. 70).",115,55
NSSTA-D08_CH0116,NSSTA-D08,"45
The earlier practice of developing rural sampling frame with a combination of census villages
and revenue villages was discontinued in the 50th Round of the NSS. Since then, the rural frame
is built with only the census villages, including the uninhabited villages, which accounted for
about 6.75% of the census villages according to Population Census 2011 (NSS Report no. 409). Urban Frame Survey (UFS) and UFS Blocks The UFS exhaustively covers the cities and towns identified in the latest Census. The main
purpose of the UFS is to demarcate small non-overlapping urban area units, called UFS Blocks,
within the cities and towns. The UFS is conducted in rounds of five years, during that time the
entire urban area identified in the earlier Census is delineated into UFS blocks. Whenever a
household survey of urban area is undertaken, a sample of UFS blocks is selected and a sample
of households from each selected UFS block is surveyed. Earlier, the Census Enumeration Blocks (EBs) were the FSUs for the urban sample from the
3rd to 18th round. Often, the Census enumerators identified an EB as a cluster of houses and not
well-demarcated area . With passage of time, it became d ifficult to identify an EB as new
buildings were built. To overcome this difficulty, the NSS undertook an Urban Frame Survey
(UFS) with the object of carving out areas with permanent landmarks for boundaries and with
population around 600 to 800. The initial survey (1959-63) was carried out to create a sampling
frame for urban areas, covering more than 90% of the urban population. Later, the UFS was
formalized as a regular, continuous program by the NSSO's Governing Council. Now every
town of India is covered by UFS once in five years.",116,56
NSSTA-D08_CH0117,NSSTA-D08,"the UFS was
formalized as a regular, continuous program by the NSSO's Governing Council. Now every
town of India is covered by UFS once in five years. By the 19 th round (1964-65), UFS was completed in nearly 2000 towns out of 2,703 Census
‘61 towns. Thus, the urban frame used for this round consisted mainly of UFS list of blocks.
For the towns not yet covered by the UFS, 1 961 list of EBs was used as the sampling frame.
(NSS Report no. 125) Census and Statutory Towns Urban area, as designated in the population census, includes (i) Statutory Towns (STs) which
has an authorized Urban Local Body (ULB), such as municipality or a town administration,
and (ii) Census Towns (CTs) which are not STs but are identified as towns according to the set
urban-area-identifying criteria of the Census of India involving population size, population
density, and intensity of non -agricultural activities. The CTs are deemed by Census as areas
eligible to be declared as statutory towns. The decision to declare a CT as a ST, however, rests
with the state governments, who are not mandated to declare all of the CTs as STs or to
constitute authorized ULBs for them. Some of the CTs are eventually given the status of ST,
but some remain as CTs even till the next Census. The NSS has its own mechanism of building up the sampling frame for the urban areas, based
on UFS. The CTs, being new urban entities declared in a decadal Census, does not immediately",117,56
NSSTA-D08_CH0118,NSSTA-D08,"constitute authorized ULBs for them. Some of the CTs are eventually given the status of ST,
but some remain as CTs even till the next Census.

The NSS has its own mechanism of building up the sampling frame for the urban areas, based
on UFS. The CTs, being new urban entities declared in a decadal Census, does not immediately
enter into the urban frame of the NSS. They remain a part of rural areas till the completion of",118,56
NSSTA-D08_CH0119,NSSTA-D08,"46
the UFS operations in them. Thus, for a particular survey, the NSS urban area is usually larger
than all the STs taken together, but smaller than Census urban areas. Further, all the CTs are
not always upgraded to STs after a census. Such CTs continue to be administratively included
in rural areas. In some cases, the state governments deurbanize the existing to wns and NSS
treats them as rural areas after excluding them from UFS coverage, if previously covered. This
way, the UFS helps in capturing intercensal dynamics of urbanization to some extent. Evidently, the entire area under STs, which constitutes the jurisdiction of government’s urban
development planning, is invariably considered as urban area in the NSS. The CTs get included
progressively in the urban frame even though they may not be declared as STs by the
States/UTs. Participation of States Since the eighth round of the NSS, the State Statistical Bureaus have been participating in the
work of the NSS by conducting the same enquiries on an additional similar sample in their
respective states. At present, two separate samples of FSUs are drawn for e ach participating
state. The sample selected for the NSSO is called the ‘central sample’ and that selected for the
states are called “State sample”. NSS Region",119,57
NSSTA-D08_CH0120,NSSTA-D08,"cipating
state. The sample selected for the NSSO is called the ‘central sample’ and that selected for the
states are called “State sample”. NSS Region Regions are hierarchical domains of study below the level of State/ Union Territory in the
socio-economic surveys. The idea of using ‘region’ as a geographical domain emerged from
the ‘natural divisions’ (NR) used in the 1951 Population Census (PC 1951). NSS started using
the NRs as study domains since its 3rd round (Aug. to Nov. 1951). The PC 1951 had demarcated
52 NRs which were to 15th rounds of NSS, 52 natural divisions of 1951 population census
which were ‘groups of districts having similar geographical features and population densities'.
…. In 1965, 64 regions were formed in consultation with different Central Ministries, Planning
Commission, Registrar General and State Statistical Bureaus, by grouping contiguous districts
having similar geographical features, rural population densities and crop -pattern. (NSSO
2001). These 64 regions, henceforth called ‘agro-climatic regions’, were used as NSS regions
from the 20 th round (1965-66) to the 30 th round (1975-76). Since then, delineation of NSS
regions has been revised from time to time, as necessitated by formation of new States and
districts (Sankaranarayanan 2003). At present, there are 87 regions. Sub-rounds: In each of its full annual rounds since the 18 th round, a NSS round is conducted with equal
number of PSUs surveyed in each sub -round of three months’ duration. This practice is
followed to take care of seasonal variation. Earlier, as the survey in rural areas of the 14 th
round, the entire survey period on 12 m onths was divided into as many as six sub -rounds of
two-months each. In this round, all the sample villages were surveyed in each sub-round.",120,57
NSSTA-D08_CH0121,NSSTA-D08,"47
Basic strata: PSUs are stratified into a number strata, called ‘basic strata’. A basic stratum is a closed
geographical entity. The NSSO has been using the notion of basic strata for rural sampling
since the 28th round. A basic stratum is defined as a well-defined administrative unit – mostly
a district or part of a district. Basic strata were formed within regions adhering to the following criteria: (i) no basic stratum
to cut across district boundaries (ii) each basic stratum would cover about one million rural
population (1971 census) (iii) in case more than one stratum were to be formed in a district,
they would be formed by grouping contiguous tehsils (or equivalent administrative units)
having more or less similar socio-economic characteristics and crop pattern. The rural areas of
each basic stratum constituted the ultimate strata for sampling of village s in the rural sector.
(Sankaranarayanan 2003). In some of rounds, such as the 55 th round (1999-2000), the NSS
regions were considered as the basic stratum. Sub-strata: Sub-strata are sub -stratifications of basic strata and, unlike the ‘basic strata’, are not
geographically compact. Since the 1970s, ‘urban sub-strata’ were formed within each basic
stratum by grouping towns by their population. Introduction of rural sub -stratification of the
basic strata (or the NSS regions) came in much later.",121,58
NSSTA-D08_CH0122,NSSTA-D08,"stratum by grouping towns by their population. Introduction of rural sub -stratification of the
basic strata (or the NSS regions) came in much later. For the enterprise surveys, the practice of sub -stratifying the basic strata or forming different
stratum within an NSS region have been adopted since the 33rd round (1978-79) survey of non-
directory establishments and own-account enterprises. In addition, within each region, urban
blocks not having and non-directory manufacturing establishments have been grouped to form
a separate urban stratum (Instructions Vol. 1, 33rd round). Rural sub-strata for a household survey were formed, possibly for the first time , in the survey
on on living condition of tribals carried out in the 44th round (1988-89). A basic stratum, mostly
a district, with varying concentration of tribal population were further stratified two sub-strata,
by grouping the tehsils of the district. The tehsils with relatively high tribal concentration and
accounting 70 % of the district’s tribal population constituted the ‘stratum type 1’ (or the tribal
concentration stratum) and the remaining tehsils together formed the ‘stratum type 2’.",122,58
NSSTA-D08_CH0123,NSSTA-D08,"ibal population constituted the ‘stratum type 1’ (or the tribal
concentration stratum) and the remaining tehsils together formed the ‘stratum type 2’. Since the 61 st round (July- Dec. 2005), NSSO has adopted a scheme for rural sampling, in
which a basic stratum is first divided into r/2 or r/4 (‘r’ representing the FSU sample size
allocated to the basic stratum) sub -strata and then a sample of two or four vill ages is selected
from each of them. A half of the selected villages is allocated to sub-sample-1 and the other to
sub-sample-2. In this sub-stratification scheme, the villages within a rural basic stratum, as per
the sampling frame, are first arranged in a scending order of population (according to the last
population census count). Then the sub-strata are formed in such a way that each sub -stratum",123,58
NSSTA-D08_CH0124,NSSTA-D08,"from each of them. A half of the selected villages is allocated to sub-sample-1 and the other to
sub-sample-2. In this sub-stratification scheme, the villages within a rural basic stratum, as per
the sampling frame, are first arranged in a scending order of population (according to the last
population census count). Then the sub-strata are formed in such a way that each sub -stratum
consists of a group of villages occurring successively in the arranged list of villages and has by",124,58
NSSTA-D08_CH0125,NSSTA-D08,"48
and large equal population. This is inspired by the “Equalization of Strata Totals” proposed by
Mahalanobis. In this method, the units are arranged by an ordering characteristic. Then, strata
are formed by equalizing strata total of the size variable and for each stra tum thus formed an
equal allocation is made. Listing of households: After having selected the FSUs for a round, each of them is visited by the field workers. First,
the field worker prepares a complete list of households residing in the FSU or the selected
hamlet-groups / segments of the FSU, by making a door-to-door visit to every structure. While
making the list the field worker also collects data on household (and sometimes on individual)
characteristics that are used for (i) physical identification of the households and (ii) for
stratification or arranging the households for ultimate -stage selection. This is a time -taking
operation and consumes a large part of the resources of the survey. Hamlet-group / segment formation: For the rural areas, the FSUs are usually the census villages and the households or
establishments are the USUs. An intermediate stage of sampling – selection of hamlet groups
– has also been used for large villages since the 9 th round (1954-55). To restrict the resources
required for the listing operation, ‘large’ sample villages (with current population 1200 or
more) are divided into a certain number of pa rts with approximately equal population (called
hamlet-groups or segment in the rural sector) and one or two of them are selected at random
for the survey. The listing operation in such cases are carried out only in the selected hamlet -
group(s). There has been no change in the sample design in these respects till very recently in
the 76th round.",125,59
NSSTA-D08_CH0126,NSSTA-D08,"ried out only in the selected hamlet -
group(s). There has been no change in the sample design in these respects till very recently in
the 76th round. The change made in the 76th round (2018), and adopted in the following rounds as well, entail
redefining the FSUs and thus modifying the area frame for rural sampling. Instead of regarding
each village as an FSU, the ‘large’ census villagesxi were notionally divided into an appropriate
number of segments, called ‘sub-units’. Each of these sub -units and the ‘small’ villages were
treated as an FSU. Thus, unlike the e arlier rounds, NSSO currently uses an area frame
comprised of sub-units (of ‘large’ villages / UFS blocks) and the ‘small’ villages / UFS blocks
for its household surveys in rural areas.
3.2. Sample designs adopted for Household Surveys
Generally speaking, most of the household surveys have adopted a stratified two-stage / three-
stage design with the villages / urban blocks (i.e. UFS blocks or Census EBs in the earlier NSS
rounds) based on the latest Population Census / UFS as the FSUs and households within th e
FSU as the USUs. For the large sample FSUs in terms of population, hamlet -groups (HGs) /
sub-blocks (SBs) formed within an FSU serve as the frame of second -stage units from which
a sample of HGs/SBs is selected. The sampling frame of households is prepar ed by listing all
the households within the FSU / selected segments and collecting some auxiliary information",126,59
NSSTA-D08_CH0127,NSSTA-D08,"49
about the households for appropriately stratifying them before selecting a random sample from
each stratum of the USUs. Such stratification of hou seholds based on appropriately chosen
stratification variable(s) ensures representation of different types of households in the overall
sample. It may be noted that the concept of village/UFS block as the FSU has undergone certain
change in some of the rec ent surveys since NSS 76 th round as described in the preceding
section. Before sampling of FSUs, they are stratified with generally district as the stratum since NSS
28th round in case of rural areas and since NSS 61st round in case of urban areas although there
are certain exceptions in some rounds. Each rural / urban stratum is quite often further stratified
or sub -stratified to ensure representation of villages/urban blocks possessing different
characteristics (see t he preceding section in this context). Notably, each big city with a
population of 1 million or above has been treated as a separate stratum within the district in
many NSS rounds. As regards the sampling procedure, the preference has been for PPSWR
method of sampling with census population as the size measure for selection of villages and
SRSWOR method for sampling of urban blocks. Sample households are mostly selected by
SRSWOR. It is important to mention that the method of circular systematic sampling of FSUs
(with PPS for selection of villages and with equal probability for sampling of urban blocks),
retaining their geographical arrangement as per the sampling frame, as well as circular
systematic sampling of households was adopted earlier in the NSS for a considerable period of
time (Manna (2025)).",127,60
NSSTA-D08_CH0128,NSSTA-D08,"sampling frame, as well as circular
systematic sampling of households was adopted earlier in the NSS for a considerable period of
time (Manna (2025)). As for the sample size, the practice in the NSS has been to select more number of FSUs subject
to the availability of resources and a reasonable number of USUs per FSU. From NSS 18 th
round (February, 1963 – January, 1964) when a significant increase in the sample size of FSUs
took place, nearly 8,000 to 9,000 villages and 4,000 to 5,000 urban blocks (proportionally
distributed over States and first -stage strata x sub -strata) have been selected at the all -India
level as part of the central sample in many NSS rounds. As regards the number of sample
households FSU, the allocation has varied within some range according to the subject of
enquiry. For example, the sample allocation was 8 households per FSU in NSS 6 8th round
(2011-12) survey on employment -unemployment while it was 20 households per FSU in the
survey on disability, NSS 76th round.
3.3. Sample designs adopted for Enterprise Surveys
The basic principle of sample design including the method of stratification of FSUs as
described for the household surveys is also followed in the enterprise surveys. However, the
major changes include the adoption of (a) the latest Economic Census (EC) information on
FSU-wise number of enterprises/workers as the sampling frame fo r selection of FSUs (to the
extent possible), (b) a relatively higher sample size for urban FSUs (with the NSS 73 rd round,
July 2015 – June 2016, considering 8,488 villages and 7,860 urban blocks at the all-India level),
(c) stratifying the FSUs according to the number of establishments (particularly those having",128,60
NSSTA-D08_CH0129,NSSTA-D08,"FSU-wise number of enterprises/workers as the sampling frame fo r selection of FSUs (to the
extent possible), (b) a relatively higher sample size for urban FSUs (with the NSS 73 rd round,
July 2015 – June 2016, considering 8,488 villages and 7,860 urban blocks at the all-India level),
(c) stratifying the FSUs according to the number of establishments (particularly those having
hired workers) in various broad industries available in the FSUs, (d) sampling of FSUs by
PPSWR with number of non -agricultural workers as per the EC as the size measure for",129,60
NSSTA-D08_CH0130,NSSTA-D08,"50
sampling, and (e) strat ifying the USUs i.e. enterprises by jointly considering their major
industries and the engagement of hired workers, if any. The sample size of USUs per FSU is
also generally higher in the enterprise surveys. It was 32 per FSU / selected HGs or SBs in NSS
73rd round in addition to the survey of all enterprises with 20 or more workers in the entire
FSU.
3.4. Adoption of newer digital technology
The most significant breakthrough in application of digital technology was made in the mid -
2010’s, with the introduction of Computer Assisted Personal Interview (CAPI) for survey data
collection in the field. For decades, paper schedules of enquiry were used for data collection in
the field. The filled-in schedules were sent for data processing, initially to the ISI and la ter to
the Data Processing Centres (DPCs) of the DPD, where keypunch operators entered the data
collected in paper schedules to decks of machine-readable cards. Further processing was done
at the ISI till early 1970s. Soon after the formation of the NSSO , the responsibility of further processing got transferred
to the Computer Centre, which was set up in 1967 to meet the data processing needs for the
Department of Statistics and other government ministries. It began processing of data of socio-
economic surveys from the 27 th round (1972-73). The data entered on the punch cards and
verified at the DPCs were transferred on magnetic tapes and other storage devices. These were
sent to the Computer Centre for data validation and tabulation. This arrangement continued up
to the 50th round (1993-94), when the entire task of processing and tabulation was taken up by
the DPD.",130,61
NSSTA-D08_CH0131,NSSTA-D08,"and tabulation. This arrangement continued up
to the 50th round (1993-94), when the entire task of processing and tabulation was taken up by
the DPD. Meanwhile, the card-punching method of data entry and verification was replaced by digital
data entry system at the DPCs in the mid -1980s. Second generation of computers were
introduced in 1986. The DPCs started processing with 108 data entry machines of t ype D20
and a set of three small computers of model UPTRON S-1650. Alongside, the DPD also began
developing software for data entry and data validation to do away with the time required for
transferring outputs of scrutiny programs and update files to and from the Computer Centre. At the turn of the millennium, data entry and manual data scrutiny were carried out at 6 Data
Processing Centres (DPC) of the DPD, located at Ahmedabad, Bangalore, Calcutta, Delhi,
Giridih and Nagpur. These centres received schedules from designated sub-regional offices of
the FOD. Transcription of data collected in paper schedules and computer -aided scrutiny and
manual validation of data were carried out at the DPCs. This was a time -taking procedure,
which was mainly responsible for the time lag between completion of a survey and release of
its results. To do away with this time lag, experimentation with “palm-top computers” for data collection
of primary data began around this time. This early attempt was not encouraging, mainly due to
absence of well-developed software and appropriate hardware, and poor internet connectivity
in the FOD offices remote areas. The next attempt was made after a gap of almost two decades.",131,61
NSSTA-D08_CH0132,NSSTA-D08,"51
Pilot studies taken up using browser -based offline Computer Assisted Personal Interview
(CAPI) in early 2010s for collection of data for Periodic Labour Force Survey (PLFS)
demonstrated the feasibility of digitized data collection under Indian conditions. The first step towards digitised data collection was taken up in the 76th Round (July-Dec. 2018).
The NSSO developed e-schedule for data collection in the field, in which the basic validation
checks were inbuilt. But this was not used directly for data collection in this round. The paper
schedules were canvassed for data collection in the field and the data were entered in the e -
schedule at the field offices. The real breakthrough in adopting digitised data collection methodology was made in the
following year. A browser based offline Computer Assisted Personal Interview (CAPI) was
introduced for data collection in the 77 th round. This was developed by the ISI for all the
schedules of enquiry of the 77th round surveys. Since then, the task of developing online-server-
based CAPI is outsourced. Introduction of CAP I for data collection has lead to immense time
saving in data processing, especially in data entry and validation.
4. Few Closing Remarks",132,62
